IDSORT	Site	Female	Block	HT8	DBH8
2823	IE	9	20	28.2	4.2
2824	IE	21	20	30.8	6.3
2825	IE	17	20	30.6	4.9
2826	IE	36	20	33.4	5.3
2827	IE	31	20	27.8	4.1
2828	IE	44	20	NA	NA
2829	IE	40	20	30.6	5.4
2830	IE	2	20	26.9	4.4
2831	IE	22	20	NA	NA
2832	IE	1	20	26.7	4.2
2833	IE	37	20	27.2	4.2
2834	IE	43	20	27.2	4.3
2835	IE	11	20	32.4	6.1
2836	IE	35	20	30.7	5.2
2837	IE	26	20	NA	NA
2838	IE	27	20	30.8	5.5
2839	IE	47	20	29	4.4
2840	IE	18	20	NA	NA
2841	IE	48	20	24.2	4.3
2842	IE	3	20	NA	NA
2843	IE	14	20	26.3	5
2844	IE	8	20	NA	NA
2845	IE	29	20	32.3	6.2
2846	IE	19	20	NA	NA
2847	IE	41	20	29.3	5
2848	IE	15	20	23	4.4
2849	IE	20	20	34.8	6.5
2850	IE	4	20	21.4	2.5
2851	IE	7	20	NA	NA
2852	IE	34	20	26.7	4.7
2853	IE	5	20	23.6	3.8
2854	IE	33	20	30.4	5.8
2855	IE	25	20	30.9	5.3
2856	IE	45	20	28.7	4.4
2857	IE	23	20	NA	NA
2858	IE	28	20	NA	NA
2859	IE	13	20	31.9	6
2860	IE	10	20	28.1	4
2861	IE	24	20	NA	NA
2862	IE	32	20	31.9	6
2863	IE	39	20	NA	NA
