INDIV	REP	PLOT	FEMALE	TYPE	DBH	HT
1919	10	320	C1	Control	21.5	10.7
1920	10	320	C1	Control	20	11.4
1921	10	321	C3	Control	20.8	11.2
1922	10	321	C3	Control	20.9	10.4
1923	10	321	C3	Control	25.5	14
1924	10	321	C3	Control	21.7	12.8
1925	10	321	C3	Control	21.3	12.1
1926	10	321	C3	Control	19.1	10.8
1927	10	322	FEM16	Test	24.5	12.4
1928	10	322	FEM16	Test	22.2	11.2
1929	10	322	FEM16	Test	21	11.6
1930	10	322	FEM16	Test	23.3	12.6
1931	10	322	FEM16	Test	21.4	11
1932	10	322	FEM16	Test	21.9	12
1933	10	323	FEM24	Test	14.7	8.4
1934	10	323	FEM24	Test	NA	NA
1935	10	323	FEM24	Test	22	9.3
1936	10	323	FEM24	Test	17.7	10
1937	10	323	FEM24	Test	NA	NA
1938	10	323	FEM24	Test	19	10.1
1939	10	324	FEM28	Test	22.3	11
1940	10	324	FEM28	Test	19.1	10.2
1941	10	324	FEM28	Test	NA	NA
1942	10	324	FEM28	Test	20.2	10.6
1943	10	324	FEM28	Test	21.6	11.1
1944	10	324	FEM28	Test	21.8	11.7
1945	10	325	FEM5	Test	24.1	10.3
1946	10	325	FEM5	Test	20.5	12.6
1947	10	325	FEM5	Test	17.8	11.3
1948	10	325	FEM5	Test	23.8	11.4
1949	10	325	FEM5	Test	22.1	11.4
1950	10	325	FEM5	Test	23	12.2
1951	10	326	FEM19	Test	20.6	10.5
1952	10	326	FEM19	Test	NA	NA
1953	10	326	FEM19	Test	21	10.8
1954	10	326	FEM19	Test	NA	NA
1955	10	326	FEM19	Test	24	11.9
1956	10	326	FEM19	Test	19.9	11.7
1957	10	327	FEM14	Test	23.1	11.6
1958	10	327	FEM14	Test	20.3	11.8
1959	10	327	FEM14	Test	23.1	12.6
1960	10	327	FEM14	Test	20.2	11.7
1961	10	327	FEM14	Test	20.1	11
1962	10	327	FEM14	Test	19.1	10.6
1963	10	328	FEM25	Test	23.8	11.2
1964	10	328	FEM25	Test	20.8	9.7
1965	10	328	FEM25	Test	19	11.5
1966	10	328	FEM25	Test	23.8	11.7
1967	10	328	FEM25	Test	16.3	10.1
1968	10	328	FEM25	Test	23.1	12.5
1969	10	329	FEM22	Test	21	12.3
1970	10	329	FEM22	Test	NA	NA
1971	10	329	FEM22	Test	21.6	11.3
1972	10	329	FEM22	Test	23.8	12
1973	10	329	FEM22	Test	22.5	11.7
1974	10	329	FEM22	Test	10.2	6.6
1975	10	330	FEM4	Test	21	11.8
1976	10	330	FEM4	Test	23.3	13.1
1977	10	330	FEM4	Test	19.9	13.1
1978	10	330	FEM4	Test	21.5	12.1
1979	10	330	FEM4	Test	20.5	12.8
1980	10	330	FEM4	Test	21.8	11.4
1981	10	331	FEM7	Test	21	11.9
1982	10	331	FEM7	Test	17.4	10.8
1983	10	331	FEM7	Test	18.8	10
1984	10	331	FEM7	Test	20	10.8
1985	10	331	FEM7	Test	20.3	11
1986	10	331	FEM7	Test	NA	NA
1987	10	332	FEM12	Test	21.8	11.4
1988	10	332	FEM12	Test	16.8	10.4
1989	10	332	FEM12	Test	22.5	12.3
1990	10	332	FEM12	Test	21.4	12.2
1991	10	332	FEM12	Test	21.6	13.1
1992	10	332	FEM12	Test	21.5	12.3
1993	10	333	C2	Control	19.5	10.7
1994	10	333	C2	Control	24.3	11.6
1995	10	333	C2	Control	21.5	11.5
1996	10	333	C2	Control	21	11.6
1997	10	333	C2	Control	21.5	11.3
1998	10	333	C2	Control	27	11.8
1999	10	334	FEM8	Test	14.5	10
2000	10	334	FEM8	Test	24	11.7
2001	10	334	FEM8	Test	22.5	11.8
2002	10	334	FEM8	Test	15.6	10.2
2003	10	334	FEM8	Test	22.8	11
2004	10	334	FEM8	Test	25	11
2005	10	335	FEM13	Test	22.5	11.7
2006	10	335	FEM13	Test	NA	NA
2007	10	335	FEM13	Test	25.2	12.2
2008	10	335	FEM13	Test	23.2	13.1
2009	10	335	FEM13	Test	25	13.6
2010	10	335	FEM13	Test	22.8	11.8
2011	10	336	FEM21	Test	17.8	10.4
2012	10	336	FEM21	Test	17	9.6
2013	10	336	FEM21	Test	18.8	9.1
2014	10	336	FEM21	Test	NA	NA
2015	10	336	FEM21	Test	21	10.1
2016	10	336	FEM21	Test	17.2	10.3
2017	10	337	FEM18	Test	22.1	12.1
2018	10	337	FEM18	Test	22.5	12
2019	10	337	FEM18	Test	20.8	11.1
2020	10	337	FEM18	Test	22.2	10.2
2021	10	337	FEM18	Test	23.1	11.4
2022	10	337	FEM18	Test	24.1	12.2
2023	10	338	FEM17	Test	19.6	12.1
2024	10	338	FEM17	Test	21.6	11.1
2025	10	338	FEM17	Test	21.2	11.5
2026	10	338	FEM17	Test	19.7	12
2027	10	338	FEM17	Test	26.2	13
2028	10	338	FEM17	Test	20	12.5
2029	10	339	FEM23	Test	22	10
2030	10	339	FEM23	Test	22.4	10.8
2031	10	339	FEM23	Test	20	10.4
2032	10	339	FEM23	Test	16.8	9.7
2033	10	339	FEM23	Test	25.5	11.5
2034	10	339	FEM23	Test	17.5	10.2
2035	10	340	C2	Control	22.2	11.4
2036	10	340	C2	Control	22.8	12.6
2037	10	340	C2	Control	25.5	13
2038	10	340	C2	Control	21.2	11.4
2039	10	340	C2	Control	25.9	13.4
2040	10	340	C2	Control	18.9	11.1
